Month,Coarse_wool_price,Coarse_wool_perc_Change,Copra_price,Copra_perc_Change,Cotton_price,Cotton_perc_Change,Fine_wool_price,Fine_wool_perc_Change,Hard_log_price,Hard_log_perc_change,Hard_sawnwood_price,Hard_sawnwood_perc_change,Hide_price,Hide_price_perc_change,Plywood_price,Plywood_perc_change,Rubber_price,Rubber_perc_change,Softlog_price,Softlog_perc_change,Soft_sawnwood_price,Soft_sawnwood_perc_change,Wood_pulp_price,Wood_pulp_perc_change
May-90,447.26,7.27,234.0,0.85,189.0,3.28,1057.18,1.35,172.86,7.23,491.88,10.55,99.46,0.54,350.12,12.09,85.0,1.19,124.28,3.0,213.0,2.63,842.51,1.59
Jun-90,440.99,1.4,216.0,7.69,199.0,5.29,898.24,15.03,181.67,5.1,495.39,0.71,97.9,1.57,373.94,6.8,85.0,0.0,129.45,4.16,200.0,6.1,831.35,1.32
Jul-90,418.44,5.11,205.0,5.09,200.99999999999997,1.01,895.83,0.27,187.96,3.46,485.86,1.92,96.75,1.17,378.48,1.21,86.0,1.18,124.23,4.03,210.05,5.03,798.83,3.91
Aug-90,418.44,0.0,198.0,3.41,179.0,10.95,951.22,6.18,186.13,0.97,487.52,0.34,91.89,5.02,364.6,3.67,88.0,2.33,129.7,4.4,208.3,0.83,818.74,2.49
Sep-90,412.18,1.5,196.0,1.01,179.0,0.0,936.77,1.52,185.33,0.43,487.75,0.05,87.66,4.6,384.92,5.57,90.0,2.27,129.78,0.06,199.59,4.18,811.62,0.87
Oct-90,394.64,4.26,198.0,1.02,179.0,0.0,901.85,3.73,189.76,2.39,505.24,3.59,84.59,3.5,409.31,6.34,90.0,0.0,121.31,6.53,206.98,3.7,807.46,0.51
Nov-90,334.5,15.24,236.0,19.19,182.0,1.68,888.61,1.47,179.02,5.66,511.33,1.21,82.86,2.05,375.74,8.2,90.0,0.0,130.5,7.58,206.64,0.16,773.37,4.22
Dec-90,328.24,1.87,237.0,0.42,185.0,1.65,870.55,2.03,171.13,4.41,499.2,2.37,84.85,2.4,363.16,3.35,88.0,2.22,119.35,8.54,198.22,4.07,741.29,4.15
Jan-91,319.47,2.67,233.0,1.69,185.0,0.0,887.41,1.94,169.19,1.13,497.05,0.43,81.64,3.78,362.26,0.25,87.0,1.14,126.14,5.69,186.94,5.69,721.85,2.62
Feb-91,323.23,1.18,226.0,3.0,187.0,1.08,596.02,32.84,176.93,4.57,492.56,0.9,75.9,7.03,371.7,2.61,85.0,2.3,126.77,0.5,220.67,18.04,706.81,2.08
Mar-91,328.24,1.55,236.0,4.42,186.0,0.53,586.39,1.62,162.57,8.12,491.12,0.29,76.6,0.92,364.43,1.96,83.0,2.35,122.87,3.08,211.42,4.19,655.35,7.28
Apr-91,365.82,11.45,224.0,5.08,183.0,1.61,596.02,1.64,175.59,8.01,495.44,0.88,86.45,12.86,368.34,1.07,82.0,1.2,126.26,2.76,209.34,0.98,616.52,5.93
May-91,371.88,1.66,226.0,0.89,182.0,0.55,721.0,20.97,174.04,0.88,509.75,2.89,88.72,2.63,365.84,0.68,82.0,0.0,123.5,2.19,211.31,0.94,611.53,0.81
Jun-91,340.6,8.41,245.0,8.41,178.0,2.2,777.51,7.84,200.15,15.0,480.3,5.78,86.7,2.28,361.26,1.25,84.0,2.44,121.46,1.65,228.71,8.23,588.47,3.77
Jul-91,337.48,0.92,303.0,23.67,170.0,4.49,723.48,6.95,207.82,3.83,480.3,0.0,83.91,3.22,365.92,1.29,82.0,2.38,126.27,3.96,218.17,4.61,581.43,1.2
Aug-91,337.22,0.08,299.0,1.32,162.0,4.71,680.64,5.92,210.57,1.32,553.48,15.24,77.52,7.62,363.6,0.63,82.0,0.0,125.48,0.63,212.42,2.64,572.43,1.55
Sep-91,313.96,6.9,296.0,1.0,155.0,4.32,613.45,9.87,210.68,0.05,582.79,5.3,74.05,4.48,375.24,3.2,81.0,1.22,129.06,2.85,228.87,7.74,561.8,1.86
Oct-91,308.39,1.77,353.0,19.26,150.0,3.23,558.18,9.01,214.44,1.78,573.05,1.67,75.36,1.77,386.32,2.95,83.0,2.47,123.25,4.5,218.33,4.61,499.91,11.02
Nov-91,307.57,0.27,385.0,9.07,140.0,6.67,641.49,14.93,195.5,8.83,573.89,0.15,75.26,0.13,389.42,0.8,81.0,2.41,128.12,3.95,215.79,1.16,517.91,3.6
Dec-91,295.4,3.96,411.0,6.75,136.0,2.86,652.19,1.67,200.33,2.47,567.39,1.13,71.29,5.28,394.19,1.22,79.0,2.47,128.85,0.57,232.11,7.56,527.56,1.86
Jan-92,297.04,0.56,488.0,18.73,131.0,3.68,619.37,5.03,202.85,1.26,577.77,1.83,70.7,0.83,403.71,2.42,80.0,1.27,126.49,1.83,214.72,7.49,517.31,1.94
Feb-92,341.89,15.1,471.0,3.48,124.0,5.34,655.83,5.89,214.04,5.52,599.19,3.71,67.84,4.05,396.0,1.91,81.0,1.25,128.77,1.8,225.15,4.86,529.73,2.4
Mar-92,341.18,0.21,429.0,8.92,122.0,1.61,667.93,1.84,201.96,5.64,602.24,0.51,69.77,2.84,380.56,3.9,83.0,2.47,128.57,0.16,231.24,2.7,515.32,2.72
Apr-92,352.12,3.21,425.0,0.93,128.0,4.92,667.7,0.03,199.67,1.13,616.38,2.35,75.95,8.86,361.72,4.95,86.0,3.61,142.01,10.45,258.08,11.61,550.75,6.88
May-92,367.36,4.33,413.0,2.82,134.0,4.69,663.07,0.69,200.75,0.54,628.68,2.0,80.0,5.33,338.52,6.41,87.0,1.16,142.98,0.68,233.16,9.66,551.77,0.19
Jun-92,364.88,0.68,390.0,5.57,141.0,5.22,633.89,4.4,205.11,2.17,610.79,2.85,76.77,4.04,346.98,2.5,88.0,1.15,148.84,4.1,231.97,0.51,586.28,6.25
Jul-92,363.09,0.49,352.0,9.74,144.0,2.13,595.28,6.09,201.08,1.96,609.62,0.19,76.57,0.26,350.18,0.92,88.0,0.0,155.39,4.4,236.24,1.84,621.91,6.08
Aug-92,351.25,3.26,320.0,9.09,132.0,8.33,568.94,4.42,197.25,1.9,607.43,0.36,72.87,4.83,348.35,0.52,88.0,0.0,183.29,17.95,227.33,3.77,631.01,1.46
Sep-92,349.29,0.56,328.0,2.5,125.0,5.3,572.72,0.66,205.53,4.2,606.17,0.21,77.72,6.66,358.54,2.93,87.0,1.14,167.3,8.72,231.18,1.69,608.83,3.51
Oct-92,335.47,3.96,320.0,2.44,117.0,6.4,535.26,6.54,220.2,7.14,600.25,0.98,80.98,4.19,421.35,17.52,89.0,2.3,164.55,1.64,243.96,5.53,579.51,4.82
Nov-92,320.1,4.58,329.0,2.81,115.99999999999999,0.85,508.04,5.09,220.08,0.05,623.68,3.9,80.05,1.15,419.79,0.37,88.0,1.12,174.32,5.94,244.61,0.27,543.05,6.29
Dec-92,310.7,2.94,300.0,8.81,120.0,3.45,512.94,0.96,245.58,11.59,604.35,3.1,81.14,1.36,443.44,5.63,88.0,0.0,167.07,4.16,238.09,2.67,519.94,4.26
Jan-93,312.39,0.54,278.0,7.33,126.0,5.0,495.22,3.45,249.97,1.79,605.35,0.17,79.87,1.57,511.96,15.45,91.0,3.41,195.11,16.78,225.02,5.49,476.54,8.35
Feb-93,309.68,0.87,279.0,0.36,133.0,5.56,469.37,5.22,286.7,14.69,618.11,2.11,81.41,1.93,611.77,19.5,89.0,2.2,194.37,0.38,253.74,12.76,451.15,5.33
Mar-93,309.67,0.0,277.0,0.72,136.0,2.26,469.37,0.0,345.34,20.45,616.81,0.21,81.48,0.09,700.44,14.49,85.0,4.49,210.57,8.33,263.16,3.71,435.96,3.37
Apr-93,328.92,6.22,262.0,5.42,135.0,0.74,429.69,8.45,463.41,34.19,645.42,4.64,81.6,0.15,738.14,5.38,82.0,3.53,221.89,5.38,284.55,8.13,451.75,3.62
May-93,337.01,2.46,274.0,4.58,133.0,1.48,468.13,8.95,520.81,12.39,776.63,20.33,80.35,1.53,751.81,1.85,81.0,1.22,243.97,9.95,292.74,2.88,443.45,1.84
Jun-93,327.79,2.74,289.0,5.47,130.0,2.26,470.06,0.41,493.82,5.18,803.57,3.47,76.95,4.23,745.3,0.87,81.0,0.0,259.97,6.56,275.36,5.94,429.37,3.18
Jul-93,324.38,1.04,303.0,4.84,127.0,2.31,464.93,1.09,467.02,5.43,829.75,3.26,76.52,0.56,696.18,6.59,81.0,0.0,240.68,7.42,306.99,11.49,412.55,3.92
Aug-93,313.93,3.22,306.0,0.99,122.0,3.94,450.74,3.05,450.47,3.54,835.6,0.71,79.32,3.66,703.88,1.11,82.0,1.23,221.22,8.09,271.03,11.71,405.5,1.71
Sep-93,310.83,0.99,288.0,5.88,122.0,0.0,423.51,6.04,384.0,14.76,851.1,1.85,80.43,1.4,664.86,5.54,82.0,0.0,213.85,3.33,280.96,3.66,409.33,0.94
Oct-93,316.62,1.86,275.0,4.51,121.0,0.82,454.84,7.4,378.13,1.53,851.33,0.03,81.76,1.65,617.28,7.16,80.0,2.44,210.71,1.47,295.72,5.25,396.33,3.18
Nov-93,325.5,2.8,308.0,12.0,121.0,0.0,497.77,9.44,333.36,11.84,835.17,1.9,80.82,1.15,602.97,2.32,81.0,1.25,203.69,3.33,294.07,0.56,384.0,3.11
Dec-93,320.03,1.68,406.0,31.82,131.0,8.26,465.45,6.49,304.66,8.61,830.07,0.61,79.84,1.21,592.53,1.73,82.0,1.23,199.19,2.21,285.96,2.76,391.0,1.82
Jan-94,320.1,0.02,403.0,0.74,153.0,16.79,542.31,16.51,294.84,3.22,774.17,6.73,75.07,5.97,564.97,4.65,81.0,1.22,215.5,8.19,305.16,6.71,431.3,10.31
Feb-94,338.13,5.63,384.0,4.71,178.0,16.34,606.03,11.75,303.35,2.89,758.36,2.04,75.08,0.01,600.26,6.25,85.0,4.94,215.5,0.0,305.16,0.0,436.5,1.21
Mar-94,379.25,12.16,365.0,4.95,180.0,1.12,609.58,0.59,310.48,2.35,770.99,1.67,78.96,5.17,617.1,2.81,91.0,7.06,207.21,3.85,285.63,6.4,446.07,2.19
Apr-94,376.82,0.64,377.0,3.29,185.0,2.78,645.79,5.94,326.24,5.08,819.89,6.34,84.75,7.33,647.05,4.85,95.0,4.4,199.56,3.69,315.97,10.62,499.21,11.91
May-94,398.37,5.72,408.0,8.22,190.0,2.7,719.63,11.43,343.5,5.29,855.1,4.29,87.33,3.04,637.21,1.52,98.0,3.16,203.92,2.18,296.72,6.09,510.22,2.21
Jun-94,394.46,0.98,430.0,5.39,189.0,0.53,779.41,8.31,344.6,0.32,876.8,2.54,88.75,1.63,629.58,1.2,105.0,7.14,195.31,4.22,326.34,9.98,532.29,4.33
Jul-94,411.95,4.43,430.0,0.0,180.0,4.76,773.5,0.76,331.98,3.66,875.95,0.1,90.45,1.92,649.7,3.2,125.0,19.05,202.82,3.85,285.23,12.6,555.99,4.45
Aug-94,425.91,3.39,443.0,3.02,169.0,6.11,806.82,4.31,316.74,4.59,887.33,1.3,89.76,0.76,630.99,2.88,126.0,0.8,192.88,4.9,302.11,5.92,571.05,2.71
Sep-94,444.48,4.36,426.0,3.84,166.0,1.78,876.1,8.59,299.92,5.31,861.73,2.89,93.77,4.47,566.5,10.22,127.0,0.79,193.86,0.51,293.53,2.84,607.35,6.36
Oct-94,433.45,2.48,409.0,3.99,163.0,1.81,824.64,5.87,291.55,2.79,806.86,6.37,93.67,0.11,567.91,0.25,137.0,7.87,187.33,3.37,285.91,2.6,677.68,11.58
Nov-94,446.07,2.91,464.0,13.45,171.0,4.91,881.7,6.92,279.43,4.16,792.31,1.8,93.04,0.67,562.7,0.92,134.0,2.19,212.3,13.33,286.32,0.14,687.57,1.46
Dec-94,426.04,4.49,469.0,1.08,192.0,12.28,878.41,0.37,247.96,11.26,777.81,1.83,91.14,2.04,539.99,4.04,147.0,9.7,188.58,11.17,306.55,7.07,674.32,1.93
Jan-95,447.06,4.93,414.0,11.73,211.0,9.9,904.18,2.93,248.42,0.19,793.98,2.08,90.12,1.12,551.01,2.04,164.0,11.56,211.77,12.3,281.66,8.12,690.45,2.39
Feb-95,467.94,4.67,412.0,0.48,223.0,5.69,892.34,1.31,251.8,1.36,753.47,5.1,91.42,1.44,599.11,8.73,177.0,7.93,211.56,0.1,294.47,4.55,731.14,5.89
Mar-95,516.73,10.43,412.0,0.0,244.0,9.42,887.13,0.58,283.1,12.43,714.2,5.21,97.95,7.14,656.48,9.58,180.0,1.69,226.36,7.0,299.17,1.6,787.17,7.66
Apr-95,520.27,0.69,413.0,0.24,250.99999999999997,2.87,867.85,2.17,300.91,6.29,732.6,2.58,102.32,4.46,665.11,1.31,184.0,2.22,198.82,12.17,293.74,1.82,813.03,3.29
May-95,516.49,0.73,410.0,0.73,252.99999999999997,0.8,839.28,3.29,285.43,5.14,750.78,2.48,99.61,2.65,635.41,4.47,172.0,6.52,204.31,2.76,294.21,0.16,807.5,0.68
Jun-95,519.41,0.57,425.0,3.66,200.0,20.95,826.06,1.58,274.22,3.93,759.1,1.11,92.43,7.21,627.0,1.32,154.0,10.47,191.87,6.09,316.87,7.7,884.45,9.53
Jul-95,537.66,3.51,448.0,5.41,193.0,3.5,751.11,9.07,259.57,5.34,752.33,0.89,85.71,7.27,584.72,6.74,133.0,13.64,169.01,11.91,318.01,0.36,910.54,2.95
Aug-95,547.44,1.82,458.0,2.23,188.0,2.59,789.25,5.08,235.66,9.21,741.7,1.41,82.46,3.79,560.56,4.13,130.0,2.26,173.0,2.36,305.36,3.98,896.62,1.53
Sep-95,507.04,7.38,450.0,1.75,200.99999999999997,6.91,732.98,7.13,221.73,5.91,728.71,1.75,82.43,0.04,527.43,5.91,135.0,3.85,192.87,11.49,300.18,1.7,892.57,0.45
Oct-95,495.99,2.18,464.0,3.11,200.99999999999997,0.0,622.07,15.13,233.86,5.47,723.5,0.71,82.2,0.28,526.55,0.17,141.0,4.44,176.04,8.73,274.59,8.52,966.49,8.28
Nov-95,436.58,11.98,488.0,5.17,197.0,1.99,600.95,3.4,230.96,1.24,716.06,1.03,77.96,5.16,539.65,2.49,161.0,14.18,186.45,5.91,322.97,17.62,955.88,1.1
Dec-95,453.11,3.79,468.0,4.1,194.0,1.52,590.53,1.73,241.78,4.68,715.85,0.03,73.05,6.3,540.2,0.1,164.0,1.86,184.01,1.31,306.16,5.2,905.6,5.26
Jan-96,456.77,0.81,456.0,2.56,190.0,2.06,584.39,1.04,234.29,3.1,719.36,0.49,73.56,0.7,529.12,2.05,155.0,5.49,219.61,19.35,297.69,2.77,832.32,8.09
Feb-96,450.38,1.4,475.0,4.17,187.0,1.58,525.31,10.11,246.43,5.18,713.66,0.79,75.13,2.13,548.59,3.68,156.0,0.65,195.34,11.05,290.36,2.46,652.75,21.57
Mar-96,439.18,2.49,461.0,2.95,183.0,2.14,573.83,9.24,253.01,2.67,728.68,2.1,77.99,3.81,529.22,3.53,148.0,5.13,215.41,10.27,299.45,3.13,551.13,15.57
Apr-96,416.56,5.15,479.0,3.9,183.0,0.0,597.67,4.15,252.48,0.21,751.38,3.12,84.66,8.55,521.11,1.53,146.0,1.35,152.68,29.12,307.24,2.6,497.51,9.73
May-96,440.06,5.64,503.0,5.01,183.0,0.0,743.54,24.41,261.65,3.63,753.11,0.23,87.56,3.43,535.48,2.76,148.0,1.37,203.38,33.21,296.21,3.59,494.98,0.51
Jun-96,447.61,1.72,550.0,9.34,183.0,0.0,701.36,5.67,255.85,2.22,747.91,0.69,82.15,6.18,523.62,2.21,147.0,0.68,208.97,2.75,313.65,5.89,505.24,2.07
Jul-96,420.32,6.1,534.0,2.91,176.0,3.83,671.43,4.27,259.69,1.5,743.97,0.53,89.64,9.12,521.39,0.43,135.0,8.16,203.98,2.39,304.74,2.84,539.47,6.77
Aug-96,417.67,0.63,495.0,7.3,168.0,4.55,751.65,11.95,263.48,1.46,743.43,0.07,96.09,7.2,538.27,3.24,130.0,3.7,213.16,4.5,311.08,2.08,544.85,1.0
Sep-96,404.38,3.18,475.0,4.04,166.0,1.19,738.33,1.77,258.69,1.82,755.31,1.6,98.91,2.93,537.61,0.12,130.0,0.0,203.12,4.71,336.14,8.06,552.2,1.35
Oct-96,416.41,2.97,470.0,1.05,166.0,0.0,681.61,7.68,252.67,2.33,753.33,0.26,101.51,2.63,525.09,2.33,124.0,4.62,226.49,11.51,316.82,5.75,622.27,12.69
Nov-96,419.48,0.74,471.0,0.21,168.0,1.2,616.97,9.48,253.21,0.21,753.65,0.04,89.97,11.37,526.22,0.22,127.0,2.42,218.14,3.69,336.25,6.13,549.62,11.68
Dec-96,417.72,0.42,498.0,5.73,175.0,4.17,632.94,2.59,233.76,7.68,726.84,3.56,90.69,0.8,518.62,1.44,126.0,0.79,188.59,13.55,309.34,8.0,547.08,0.46
Jan-97,408.62,2.18,506.0,1.61,176.0,0.57,677.73,7.08,240.56,2.91,740.31,1.85,90.02,0.74,499.93,3.6,123.0,2.38,229.64,21.77,309.67,0.11,546.16,0.17
Feb-97,442.94,8.4,496.0,1.98,177.0,0.57,730.96,7.85,235.18,2.24,753.29,1.75,93.49,3.85,487.78,2.43,122.0,0.81,213.22,7.15,314.03,1.41,529.41,3.07
Mar-97,425.82,3.87,489.0,1.41,178.0,0.56,719.66,1.55,242.04,2.92,756.65,0.45,99.46,6.39,497.39,1.97,123.0,0.82,207.82,2.53,298.16,5.05,506.75,4.28
Apr-97,451.19,5.96,466.0,4.7,174.0,2.25,764.21,6.19,240.16,0.78,749.82,0.9,98.68,0.78,486.03,2.28,114.99999999999999,6.5,202.2,2.7,270.2,9.38,506.08,0.13
May-97,467.49,3.61,428.0,8.15,175.0,0.57,805.0,5.34,252.18,5.0,747.56,0.3,89.44,9.36,512.65,5.48,111.00000000000001,3.48,181.16,10.41,313.15,15.9,527.21,4.18
Jun-97,478.76,2.41,415.0,3.04,178.0,1.71,829.35,3.02,264.32,4.81,736.6,1.47,81.57,8.8,525.38,2.48,111.00000000000001,0.0,193.02,6.55,279.22,10.84,549.59,4.24
Jul-97,478.56,0.04,399.0,3.86,179.0,0.56,826.26,0.37,254.34,3.78,705.7,4.19,80.11,1.79,512.34,2.48,94.0,15.32,195.72,1.4,303.36,8.65,572.91,4.24
Aug-97,427.63,10.64,385.0,3.51,179.0,0.0,765.93,7.3,244.23,3.97,649.0,8.03,83.9,4.73,500.42,2.33,92.0,2.13,174.47,10.86,289.82,4.46,572.52,0.07
Sep-97,448.81,4.95,403.0,4.68,176.0,1.68,801.91,4.7,232.74,4.7,587.03,9.55,84.54,0.76,479.11,4.26,87.0,5.43,166.01,4.85,298.62,3.04,576.34,0.67
Oct-97,435.41,2.99,412.0,2.23,171.0,2.84,769.16,4.08,227.39,2.3,534.52,8.95,86.35,2.14,454.33,5.17,87.0,0.0,158.19,4.71,278.46,6.75,598.45,3.84
Nov-97,434.67,0.17,412.0,0.0,170.0,0.58,739.89,3.81,214.79,5.54,516.44,3.38,89.18,3.28,439.04,3.37,84.0,3.45,151.76,4.06,299.18,7.44,602.39,0.66
Dec-97,413.62,4.84,394.0,4.37,164.0,3.53,688.07,7.0,211.1,1.72,471.02,8.79,82.29,7.73,425.1,3.18,73.0,13.1,150.45,0.86,275.66,7.86,590.21,2.02
Jan-98,399.02,3.53,378.0,4.06,159.0,3.05,636.11,7.55,197.1,6.63,413.37,12.24,66.79,18.84,409.42,3.69,68.0,6.85,157.44,4.65,287.3,4.22,565.04,4.26
Feb-98,406.64,1.91,371.0,1.85,152.0,4.4,631.72,0.69,202.54,2.76,504.15,21.96,77.62,16.22,412.69,0.8,82.0,20.59,162.51,3.22,277.7,3.34,519.58,8.05
Mar-98,384.83,5.36,378.0,1.89,151.0,0.66,625.92,0.92,190.94,5.73,506.13,0.39,82.61,6.43,388.53,5.85,74.0,9.76,153.96,5.26,278.62,0.33,497.79,4.19
Apr-98,379.81,1.3,380.0,0.53,145.0,3.97,627.82,0.3,166.49,12.81,505.98,0.03,83.77,1.4,372.14,4.22,77.0,4.05,165.28,7.35,280.31,0.61,522.07,4.88
May-98,355.7,6.35,420.0,10.53,142.0,2.07,606.13,3.45,146.68,11.9,472.69,6.58,85.03,1.5,362.69,2.54,78.0,1.3,155.38,5.99,297.55,6.15,540.01,3.44
Jun-98,348.24,2.1,414.0,1.43,152.0,7.04,595.3,1.79,137.41,6.32,451.42,4.5,83.2,2.15,348.59,3.89,70.0,10.26,160.26,3.14,290.69,2.31,559.52,3.61
Jul-98,308.83,11.32,402.0,2.9,154.0,1.32,583.14,2.04,134.96,1.78,437.6,3.06,81.09,2.54,348.53,0.02,70.0,0.0,141.85,11.49,268.34,7.69,533.86,4.59
Aug-98,296.93,3.85,403.0,0.25,150.0,2.6,500.19,14.22,136.94,1.47,455.58,4.11,81.11,0.02,335.25,3.81,65.0,7.14,173.47,22.29,269.07,0.27,507.91,4.86
Sep-98,280.11,5.66,409.0,1.49,146.0,2.67,462.89,7.46,150.19,9.68,503.5,10.52,75.39,7.05,349.2,4.16,68.0,4.62,164.56,5.14,276.91,2.91,480.68,5.36
Oct-98,286.85,2.41,439.0,7.33,136.0,6.85,417.47,9.81,162.95,8.5,510.49,1.39,68.27,9.44,379.23,8.6,73.0,7.35,166.64,1.26,265.69,4.05,463.12,3.65
Nov-98,294.93,2.82,465.0,5.92,124.0,8.82,472.27,13.13,159.45,2.15,513.99,0.69,67.41,1.26,389.78,2.78,72.0,1.37,154.93,7.03,281.84,6.08,457.78,1.15
Dec-98,294.77,0.05,474.0,1.94,123.0,0.81,474.81,0.54,163.46,2.51,534.97,4.08,68.03,0.92,416.59,6.88,67.0,6.94,152.94,1.28,283.75,0.68,453.85,0.86
Jan-99,299.37,1.56,471.0,0.63,123.0,0.0,489.07,3.0,176.22,7.81,538.46,0.65,69.15,1.65,441.77,6.04,71.0,5.97,157.61,3.05,290.99,2.55,450.67,0.7
Feb-99,287.1,4.1,451.0,4.25,124.0,0.81,493.14,0.83,177.12,0.51,538.46,0.0,69.84,1.0,420.02,4.92,69.0,2.82,163.2,3.55,286.34,1.6,449.19,0.33
Mar-99,297.46,3.61,451.0,0.0,125.0,0.81,626.64,27.07,172.52,2.6,555.94,3.25,70.76,1.32,417.44,0.61,64.0,7.25,163.34,0.09,300.62,4.99,443.02,1.37
