Month,Coarse_wool_price,Coarse_wool_perc_Change,Copra_price,Copra_perc_Change,Cotton_price,Cotton_perc_Change,Fine_wool_price,Fine_wool_perc_Change,Hard_log_price,Hard_log_perc_change,Hard_sawnwood_price,Hard_sawnwood_perc_change,Hide_price,Hide_price_perc_change,Plywood_price,Plywood_perc_change,Rubber_price,Rubber_perc_change,Softlog_price,Softlog_perc_change,Soft_sawnwood_price,Soft_sawnwood_perc_change,Wood_pulp_price,Wood_pulp_perc_change
May-08,781.49,5.16,1013.75,5.32,163.0,1.81,1062.44,6.26,282.97,3.01,933.58,0.79,67.26,0.15,648.18,0.25,305.0,7.39,144.83,6.72,305.65,4.82,870.98,0.38
Jun-08,778.46,0.39,1062.5,4.81,170.0,4.29,1041.1,2.01,272.29,3.77,932.89,0.07,67.43,0.25,647.3,0.14,322.0,5.57,152.37,5.21,294.01,3.81,873.41,0.28
Jul-08,793.63,1.95,946.0,10.96,170.0,0.0,1047.97,0.66,275.76,1.27,932.77,0.01,68.15,1.07,647.87,0.09,320.0,0.62,143.25,5.99,332.27,13.01,878.37,0.57
Aug-08,717.57,9.58,780.0,17.55,172.0,1.18,941.71,10.14,272.95,1.02,879.39,5.72,68.95,1.17,649.25,0.21,293.0,8.44,146.58,2.32,315.06,5.18,841.84,4.16
Sep-08,656.35,8.53,723.75,7.21,162.0,5.81,896.79,4.77,284.47,4.22,888.76,1.07,68.22,1.06,648.82,0.07,283.0,3.41,145.16,0.97,312.56,0.79,826.18,1.86
Oct-08,510.28,22.25,585.0,19.17,137.0,15.43,734.91,18.05,304.45,7.02,861.7,3.04,68.15,0.1,643.85,0.77,192.0,32.16,169.06,16.46,324.72,3.89,782.98,5.23
Nov-08,450.98,11.62,479.0,18.12,121.0,11.68,646.17,12.07,315.97,3.78,872.33,1.23,61.53,9.71,646.49,0.41,165.0,14.06,167.18,1.11,333.19,2.61,719.8,8.07
Dec-08,477.83,5.95,495.0,3.34,122.0,0.83,666.39,3.13,326.62,3.37,845.8,3.04,35.6,42.14,646.07,0.06,120.0,27.27,160.09,4.24,315.35,5.35,630.33,12.43
Jan-09,464.59,2.77,478.75,3.28,127.0,4.1,625.45,6.14,329.65,0.93,818.45,3.23,38.06,6.91,574.7,11.05,149.0,24.17,145.27,9.26,322.88,2.39,607.85,3.57
Feb-09,449.72,3.2,446.0,6.84,122.0,3.94,586.26,6.27,322.45,2.18,806.65,1.44,34.79,8.59,572.96,0.3,146.0,2.01,168.55,16.03,319.02,1.2,549.83,9.55
Mar-09,460.47,2.39,416.0,6.73,113.99999999999999,6.56,617.15,5.27,288.57,10.51,815.86,1.14,28.59,17.82,570.79,0.38,143.0,2.05,147.09,12.73,310.82,2.57,537.7,2.21
Apr-09,516.6,12.19,499.0,19.95,125.0,9.65,686.86,11.3,283.13,1.89,815.68,0.02,28.99,1.4,567.72,0.54,162.0,13.29,142.86,2.88,284.88,8.35,538.79,0.2
May-09,599.31,16.01,558.75,11.97,137.0,9.6,761.34,10.84,291.06,2.8,855.42,4.87,30.47,5.11,565.91,0.32,169.0,4.32,132.06,7.56,285.42,0.19,545.38,1.22
Jun-09,609.15,1.64,480.0,14.09,135.0,1.46,741.73,2.58,279.25,4.06,817.9,4.39,37.38,22.68,563.63,0.4,167.0,1.18,133.73,1.26,294.96,3.34,565.7,3.73
Jul-09,609.3,0.02,448.0,6.67,143.0,5.93,763.62,2.95,281.42,0.78,760.28,7.04,48.31,29.24,561.93,0.3,175.0,4.79,132.6,0.84,277.12,6.05,596.2,5.39
Aug-09,655.49,7.58,492.25,9.88,142.0,0.7,822.57,7.72,276.62,1.71,769.67,1.24,57.85,19.75,562.01,0.01,206.0,17.71,126.58,4.54,291.61,5.23,629.22,5.54
Sep-09,690.91,5.4,466.0,5.33,141.0,0.7,867.58,5.47,280.84,1.53,784.27,1.9,55.33,4.36,560.7,0.23,217.0,5.34,132.18,4.42,280.87,3.68,657.62,4.51
Oct-09,743.59,7.62,470.0,0.86,147.0,4.26,944.85,8.91,276.62,1.5,805.1,2.66,53.59,3.14,559.32,0.25,235.0,8.29,126.95,3.96,261.29,6.97,693.54,5.46
Nov-09,756.8,1.78,492.5,4.79,158.0,7.48,953.95,0.96,271.97,1.68,821.06,1.98,61.63,15.0,558.61,0.13,254.0,8.09,123.33,2.85,273.58,4.7,721.99,4.1
Dec-09,780.4,3.12,509.0,3.35,168.0,6.33,970.08,1.69,264.83,2.63,795.96,3.06,63.47,2.99,557.22,0.25,280.0,10.24,128.63,4.3,289.96,5.99,731.37,1.3
Jan-10,842.89,8.01,524.0,2.95,171.0,1.79,1001.54,3.24,258.22,2.5,792.44,0.44,65.36,2.98,557.22,0.0,309.0,10.36,126.02,2.03,275.32,5.05,752.57,2.9
Feb-10,818.02,2.95,538.0,2.67,176.0,2.92,972.9,2.86,252.76,2.11,781.0,1.44,67.63,3.47,557.22,0.0,313.0,1.29,139.56,10.74,282.94,2.77,776.54,3.19
Mar-10,850.47,3.97,608.0,13.01,189.0,7.39,1004.69,3.27,249.84,1.16,790.1,1.17,69.26,2.41,557.22,0.0,334.0,6.71,143.08,2.52,277.01,2.1,813.74,4.79
Apr-10,817.36,3.89,628.0,3.29,194.0,2.65,992.28,1.24,246.04,1.52,820.21,3.81,72.12,4.13,564.66,1.34,395.0,18.26,140.23,1.99,284.27,2.62,850.54,4.52
May-10,764.57,6.46,623.8,0.67,199.0,2.58,919.88,7.3,253.66,3.1,836.47,1.98,72.2,0.11,566.79,0.38,367.0,7.09,143.85,2.58,281.62,0.93,879.1,3.36
Jun-10,762.81,0.23,651.0,4.36,204.99999999999997,3.02,919.52,0.04,260.84,2.83,841.09,0.55,73.67,2.04,567.5,0.13,357.0,2.72,143.38,0.33,285.35,1.32,896.95,2.03
Jul-10,779.24,2.15,689.0,5.84,186.0,9.27,918.35,0.13,274.91,5.39,871.18,3.58,73.74,0.1,569.67,0.38,327.0,8.4,146.32,2.05,282.5,1.0,914.23,1.93
Aug-10,788.43,1.18,772.0,12.05,199.0,6.99,935.59,1.88,294.67,7.19,892.18,2.41,72.14,2.17,571.82,0.38,332.0,1.53,141.77,3.11,289.24,2.39,918.03,0.42
Sep-10,790.39,0.25,847.0,9.72,231.0,16.08,988.23,5.63,310.91,5.51,875.96,1.82,71.86,0.39,575.35,0.62,353.0,6.33,136.92,3.42,281.94,2.52,906.59,1.25
Oct-10,853.99,8.05,947.0,11.81,279.0,20.78,1084.72,9.76,316.36,1.75,880.17,0.48,73.68,2.53,578.23,0.5,392.0,11.05,145.89,6.55,281.78,0.06,915.26,0.96
Nov-10,889.49,4.16,1013.3,7.0,341.0,22.22,1274.93,17.54,313.32,0.96,901.45,2.42,75.24,2.12,581.0,0.48,430.99999999999994,9.95,141.02,3.34,271.34,3.71,897.2,1.97
Dec-10,883.84,0.64,1154.0,13.89,370.0,8.5,1266.17,0.69,306.54,2.16,896.99,0.49,76.57,1.77,582.38,0.24,475.0,10.21,149.49,6.01,287.84,6.08,880.79,1.83
Jan-11,1011.45,14.44,1354.0,17.33,394.0,6.49,1549.4,22.37,315.32,2.86,907.78,1.2,78.45,2.46,584.49,0.36,552.0,16.21,152.47,1.99,291.81,1.38,879.09,0.19
Feb-11,1060.91,4.89,1503.0,11.0,470.0,19.29,1633.11,5.4,328.63,4.22,927.81,2.21,69.83,10.99,588.69,0.72,626.0,13.41,150.29,1.43,262.96,9.89,885.82,0.77
Mar-11,1209.44,14.0,1280.0,14.84,505.99999999999994,7.66,1702.98,4.28,334.76,1.87,929.22,0.15,88.0,26.02,592.22,0.6,542.0,13.42,150.1,0.13,270.59,2.9,909.63,2.69
Apr-11,1309.26,8.25,1421.0,11.02,478.0,5.53,1743.67,2.39,343.5,2.61,946.21,1.83,88.0,0.0,596.33,0.69,585.0,7.93,156.19,4.06,275.4,1.78,937.44,3.06
May-11,1302.51,0.52,1419.0,0.14,365.0,23.64,1792.97,2.83,385.25,12.15,958.13,1.26,88.0,0.0,605.63,1.56,512.0,12.48,160.91,3.02,277.94,0.92,938.22,0.08
Jun-11,1385.67,6.38,1186.0,16.42,318.0,12.88,1865.44,4.04,417.56,8.39,973.16,1.57,88.0,0.0,607.75,0.35,493.0,3.71,157.68,2.01,273.55,1.58,950.43,1.3
Jul-11,1362.27,1.69,1121.0,5.48,269.0,15.41,1786.85,4.21,430.49,3.1,969.42,0.38,87.5,0.57,612.71,0.82,473.00000000000006,4.06,152.67,3.18,285.92,4.52,955.09,0.49
Aug-11,1248.45,8.36,985.0,12.13,252.0,6.32,1655.59,7.35,450.03,4.54,973.6,0.43,85.11,2.73,619.18,1.06,468.0,1.06,147.1,3.65,293.56,2.67,936.17,1.98
Sep-11,1170.5,6.24,867.0,11.98,258.0,2.38,1593.2,3.77,453.63,0.8,952.68,2.15,85.0,0.13,631.09,1.92,455.0,2.78,140.97,4.17,287.28,2.14,900.22,3.84
Oct-11,1053.65,9.98,803.8,7.29,244.0,5.43,1431.33,10.16,435.86,3.92,954.18,0.16,78.13,8.08,619.89,1.77,405.99999999999994,10.77,138.96,1.43,286.8,0.17,870.89,3.26
Nov-11,1133.17,7.55,980.0,21.92,231.0,5.33,1469.25,2.65,403.26,7.48,892.75,6.44,76.5,2.09,617.47,0.39,337.0,17.0,148.52,6.88,286.66,0.05,838.27,3.75
Dec-11,1165.66,2.87,968.0,1.22,210.0,9.09,1434.37,2.37,387.86,3.82,888.44,0.48,72.0,5.88,615.03,0.4,338.0,0.3,144.0,3.04,277.77,3.1,794.5,5.22
Jan-12,1279.54,9.77,965.0,0.31,223.0,6.19,1503.94,4.85,387.75,0.03,877.0,1.29,73.0,1.39,615.03,0.0,363.0,7.4,144.93,0.65,261.57,5.83,778.61,2.0
Feb-12,1391.47,8.75,945.0,2.07,222.00000000000003,0.45,1560.82,3.78,374.98,3.29,885.07,0.92,76.71,5.08,612.3,0.44,400.0,10.19,142.61,1.6,271.01,3.61,780.34,0.22
Mar-12,1340.63,3.65,888.0,6.03,219.0,1.35,1539.52,1.36,357.05,4.78,886.54,0.17,82.25,7.22,610.96,0.22,393.0,1.75,147.03,3.1,260.66,3.82,784.22,0.5
Apr-12,1286.37,4.05,903.0,1.69,220.00000000000003,0.46,1441.5,6.37,353.7,0.94,896.38,1.11,84.0,2.13,611.58,0.1,384.0,2.29,128.01,12.94,295.4,13.33,795.35,1.42
May-12,1231.12,4.3,769.0,14.84,195.0,11.36,1340.3,7.02,367.03,3.77,892.16,0.47,84.0,0.0,611.58,0.0,373.0,2.86,148.87,16.3,300.33,1.67,790.11,0.66
Jun-12,1203.8,2.22,708.0,7.93,181.0,7.18,1285.42,4.09,362.31,1.29,862.84,3.29,84.0,0.0,606.68,0.8,320.0,14.21,145.65,2.16,292.13,2.73,775.07,1.9
Jul-12,1225.79,1.83,714.0,0.85,185.0,2.21,1291.24,0.45,357.19,1.41,857.92,0.57,84.0,0.0,606.68,0.0,308.0,3.75,134.37,7.74,295.21,1.05,751.96,2.98
Aug-12,1122.96,8.39,656.0,8.12,186.0,0.54,1212.89,6.07,354.71,0.69,856.66,0.15,86.0,2.38,606.68,0.0,279.0,9.42,141.43,5.25,291.36,1.3,733.44,2.46
Sep-12,1054.3,6.11,645.0,1.68,186.0,0.0,1149.49,5.23,353.34,0.39,878.2,2.51,86.0,0.0,608.08,0.23,304.0,8.96,175.5,24.09,299.63,2.84,720.29,1.79
Oct-12,1068.37,1.33,591.0,8.37,181.0,2.69,1204.76,4.81,350.23,0.88,873.36,0.55,86.0,0.0,610.15,0.34,320.0,5.26,152.15,13.3,289.06,3.53,726.05,0.8
Nov-12,1104.83,3.41,577.0,2.37,178.0,1.66,1259.3,4.53,353.03,0.8,870.05,0.38,86.0,0.0,611.51,0.22,297.0,7.19,166.12,9.18,284.11,1.71,746.81,2.86
Dec-12,1197.18,8.36,526.0,8.84,184.0,3.37,1354.8,7.58,354.8,0.5,879.94,1.14,86.0,0.0,612.86,0.22,311.0,4.71,149.29,10.13,276.51,2.68,771.87,3.36
Jan-13,1242.76,3.81,554.0,5.32,189.0,2.72,1388.63,2.5,334.12,5.83,870.59,1.06,86.0,0.0,612.86,0.0,330.0,6.11,152.62,2.23,275.59,0.33,777.32,0.71
Feb-13,1234.89,0.63,570.0,2.89,198.0,4.76,1374.59,1.01,319.69,4.32,842.88,3.18,86.0,0.0,586.38,4.32,319.0,3.33,156.01,2.22,279.08,1.27,786.91,1.23
Mar-13,1207.47,2.22,536.0,5.96,208.0,5.05,1324.09,3.67,313.78,1.85,822.0,2.48,86.0,0.0,575.55,1.85,298.0,6.58,164.08,5.17,280.66,0.57,787.86,0.12
Apr-13,1112.85,7.84,523.0,2.43,202.99999999999997,2.4,1208.59,8.72,304.53,2.95,834.37,1.5,88.0,2.33,558.58,2.95,287.0,3.69,160.55,2.15,300.73,7.15,806.96,2.42
May-13,1086.81,2.34,556.0,6.31,204.0,0.49,1158.03,4.18,294.78,3.2,833.2,0.14,92.36,4.95,540.69,3.2,304.0,5.92,168.93,5.22,321.82,7.01,816.98,1.24
Jun-13,1088.31,0.14,601.0,8.09,204.99999999999997,0.49,1117.67,3.49,306.01,3.81,844.6,1.37,101.0,9.35,561.3,3.81,281.0,7.57,174.79,3.47,323.47,0.51,832.02,1.84
Jul-13,1042.29,4.23,569.0,5.32,204.0,0.49,1025.28,8.27,298.76,2.37,827.7,2.0,99.4,1.58,548.0,2.37,256.0,8.9,150.61,13.83,318.81,1.44,832.02,0.0
Aug-13,1009.86,3.11,587.0,3.16,204.0,0.0,1030.63,0.52,304.39,1.88,845.05,2.1,95.33,4.09,558.31,1.88,257.0,0.39,165.6,9.95,299.74,5.98,830.0,0.24
Sep-13,1068.76,5.83,654.0,11.41,199.0,2.45,1159.01,12.46,300.12,1.4,865.13,2.38,93.08,2.36,550.48,1.4,264.0,2.72,159.26,3.83,303.41,1.22,830.71,0.09
Oct-13,1119.15,4.71,663.0,1.38,197.0,1.01,1198.72,3.43,304.31,1.4,876.96,1.37,98.88,6.23,558.18,1.4,252.99999999999997,4.17,165.9,4.17,291.48,3.93,845.65,1.8
Nov-13,1094.2,2.23,865.0,30.47,187.0,5.08,1189.59,0.76,297.36,2.28,878.25,0.15,105.25,6.44,545.43,2.28,249.00000000000003,1.58,183.63,10.69,296.69,1.79,860.48,1.75
Dec-13,1096.79,0.24,846.0,2.2,193.0,3.21,1198.15,0.72,287.35,3.37,892.83,1.66,105.25,0.0,527.06,3.37,256.0,2.81,172.46,6.08,324.88,9.5,870.0,1.11
Jan-14,1085.87,1.0,848.0,0.24,200.99999999999997,4.15,1147.24,4.25,286.6,0.26,897.78,0.55,104.7,0.52,525.68,0.26,234.0,8.59,165.98,3.76,299.98,7.66,865.22,0.55
Feb-14,1082.29,0.33,915.0,7.9,206.99999999999997,2.99,1117.21,2.62,291.84,1.83,902.19,0.49,107.0,2.2,535.29,1.83,217.0,7.26,189.97,14.45,295.57,1.47,870.25,0.58
Mar-14,1070.84,1.06,926.0,1.2,214.0,3.38,1077.57,3.55,290.92,0.32,905.74,0.39,111.0,3.74,533.62,0.31,229.0,5.53,179.2,5.67,322.87,9.24,875.0,0.55
Apr-14,1098.16,2.55,905.0,2.27,208.0,2.8,1088.02,0.97,290.33,0.2,912.49,0.75,112.25,1.13,532.53,0.2,215.0,6.11,165.52,7.63,308.41,4.48,875.0,0.0
May-14,1057.29,3.72,930.0,2.76,204.0,1.92,1096.85,0.81,292.5,0.75,918.05,0.61,109.0,2.9,536.5,0.75,202.0,6.05,177.88,7.47,317.95,3.09,912.5,4.29
Jun-14,1050.37,0.65,934.0,0.43,200.0,1.96,1073.17,2.16,291.72,0.27,921.32,0.36,108.13,0.8,535.08,0.26,204.0,0.99,165.6,6.9,311.35,2.08,875.0,4.11
Jul-14,1057.66,0.69,861.0,7.82,185.0,7.5,1078.15,0.46,292.7,0.34,930.59,1.01,108.0,0.12,536.87,0.33,200.0,1.96,178.29,7.66,316.32,1.6,875.0,0.0
Aug-14,1029.25,2.69,770.0,10.57,163.0,11.89,1069.75,0.78,289.17,1.21,910.31,2.18,109.9,1.76,530.41,1.2,186.0,7.0,157.7,11.55,312.51,1.2,875.0,0.0
Sep-14,996.74,3.16,785.0,1.95,162.0,0.61,1056.5,1.24,277.55,4.02,889.0,2.34,114.63,4.3,509.09,4.02,167.0,10.22,166.24,5.42,296.18,5.23,875.0,0.0
Oct-14,974.34,2.25,769.0,2.04,155.0,4.32,1044.01,1.18,275.65,0.68,875.76,1.49,114.4,0.2,505.6,0.69,163.0,2.4,193.35,16.31,297.67,0.5,875.0,0.0
Nov-14,971.71,0.27,795.0,3.38,149.0,3.87,1041.97,0.2,256.13,7.08,859.9,1.81,114.5,0.09,469.8,7.08,164.0,0.61,167.32,13.46,302.74,1.7,875.0,0.0
Dec-14,940.88,3.17,813.0,2.26,151.0,1.34,1002.13,3.82,249.39,2.63,852.16,0.9,109.11,4.71,457.45,2.63,161.0,1.83,183.97,9.95,305.75,0.99,875.0,0.0
Jan-15,907.32,3.57,764.0,6.03,148.0,1.99,967.03,3.5,251.48,0.84,826.71,2.99,106.78,2.14,461.27,0.84,166.0,3.11,169.3,7.97,315.34,3.14,875.0,0.0
Feb-15,891.63,1.73,794.0,3.93,154.0,4.05,946.91,2.08,250.89,0.23,835.21,1.03,106.06,0.67,460.18,0.24,182.0,9.64,179.52,6.04,306.09,2.93,875.0,0.0
Mar-15,874.58,1.91,721.0,9.19,153.0,0.65,929.45,1.84,247.32,1.42,816.57,2.23,104.5,1.47,453.64,1.42,174.0,4.4,160.54,10.57,299.02,2.31,875.0,0.0
Apr-15,882.41,0.9,714.0,0.97,158.0,3.31,986.76,6.17,249.06,0.7,814.23,0.29,100.33,3.99,456.83,0.7,170.0,2.28,168.96,5.24,305.23,2.08,875.0,0.0
May-15,990.58,12.26,748.0,4.76,161.0,1.85,1114.58,12.95,246.5,1.03,842.46,3.47,96.0,4.32,452.14,1.03,184.0,8.22,159.31,5.71,293.22,3.93,875.0,0.0
Jun-15,1032.18,4.2,748.0,0.0,160.0,0.62,1137.8,2.08,240.59,2.4,847.75,0.63,94.0,2.08,441.29,2.4,182.0,1.09,149.14,6.38,295.63,0.82,875.0,0.0
Jul-15,952.43,7.73,735.0,1.74,160.0,0.0,1009.65,11.26,241.27,0.28,848.07,0.04,82.5,12.23,442.54,0.28,164.0,9.89,153.68,3.04,307.46,4.0,875.0,0.0
Aug-15,962.41,1.05,689.0,6.26,158.0,1.25,1022.68,1.29,241.7,0.18,849.98,0.23,71.0,13.94,443.33,0.18,145.0,11.59,152.75,0.61,311.65,1.36,875.0,0.0
Sep-15,901.25,6.35,699.0,1.45,152.0,3.8,966.74,5.47,247.78,2.52,836.74,1.56,74.8,5.35,454.48,2.52,135.0,6.9,172.89,13.18,312.01,0.12,875.0,0.0
Oct-15,882.43,2.09,736.0,5.29,152.0,0.0,956.06,1.1,248.08,0.12,835.81,0.11,74.75,0.07,455.04,0.12,133.0,1.48,159.37,7.82,328.96,5.43,875.0,0.0
Nov-15,916.84,3.9,716.0,2.72,153.0,0.66,1003.06,4.92,242.9,2.09,828.62,0.86,70.08,6.25,445.54,2.09,124.0,6.77,151.07,5.21,319.42,2.9,875.0,0.0
Dec-15,939.4,2.46,759.0,6.01,155.0,1.31,1028.32,2.52,244.62,0.71,816.85,1.42,71.68,2.28,448.69,0.71,127.0,2.42,167.38,10.8,310.55,2.78,875.0,0.0
Jan-16,929.73,1.03,763.0,0.53,152.0,1.94,1014.23,1.37,251.76,2.92,785.62,3.82,73.0,1.84,461.78,2.92,123.0,3.15,175.78,5.02,314.49,1.27,875.0,0.0
Feb-16,960.85,3.35,813.0,6.55,147.0,3.29,1017.06,0.28,259.34,3.01,780.11,0.7,72.24,1.04,475.7,3.01,127.0,3.25,156.07,11.21,183.61,41.62,875.0,0.0
Mar-16,986.75,2.7,990.0,21.77,144.0,2.04,1039.01,2.16,263.62,1.65,775.04,0.65,73.08,1.16,483.53,1.65,146.0,14.96,173.33,11.06,303.4,65.24,875.0,0.0
Apr-16,1023.0,3.67,1045.0,5.56,153.0,6.25,1087.92,4.71,271.7,3.07,780.0,0.64,73.19,0.15,498.36,3.07,171.0,17.12,141.46,18.39,305.66,0.74,875.0,0.0
May-16,988.79,3.34,962.5,7.89,155.0,1.31,1096.27,0.77,273.27,0.58,792.05,1.54,72.44,1.02,501.24,0.58,163.0,4.68,140.49,0.69,310.5,1.58,875.0,0.0
Jun-16,1015.26,2.68,1048.0,8.88,163.0,5.16,1094.21,0.19,282.26,3.29,774.72,2.19,74.8,3.26,517.73,3.29,149.0,8.59,148.53,5.72,311.35,0.27,875.0,0.0
Jul-16,1089.07,7.27,1008.0,3.82,179.0,9.82,1132.6,3.51,285.98,1.32,717.06,7.44,75.6,1.07,524.55,1.32,159.0,6.71,146.45,1.4,310.82,0.17,875.0,0.0
Aug-16,1095.75,0.61,1018.0,0.99,177.0,1.12,1141.04,0.75,294.03,2.81,714.82,0.31,73.48,2.8,539.31,2.81,155.0,2.52,153.68,4.94,296.57,4.58,875.0,0.0
Sep-16,1061.8,3.1,1025.0,0.69,172.0,2.82,1147.4,0.56,292.15,0.64,716.62,0.25,73.54,0.08,535.87,0.64,157.0,1.29,155.02,0.87,315.35,6.33,875.0,0.0
Oct-16,1023.64,3.59,963.75,5.98,173.0,0.58,1188.1,3.55,286.86,1.81,672.91,6.1,74.64,1.5,526.16,1.81,166.0,5.73,174.41,12.51,299.46,5.04,875.0,0.0
Nov-16,1019.21,0.43,1021.0,5.94,174.0,0.58,1189.28,0.1,275.14,4.09,677.33,0.66,77.25,3.5,504.67,4.08,187.0,12.65,160.49,7.98,304.42,1.66,875.0,0.0
Dec-16,1002.56,1.63,1127.0,10.38,175.0,0.57,1196.96,0.65,256.42,6.8,680.27,0.43,75.69,2.02,470.33,6.8,223.0,19.25,156.07,2.75,310.13,1.88,875.0,0.0
Jan-17,1027.72,2.51,1225.0,8.7,182.0,4.0,1289.97,7.77,258.6,0.85,671.82,1.24,75.05,0.85,474.33,0.85,256.0,14.8,170.16,9.03,311.52,0.45,875.0,0.0
Feb-17,1029.58,0.18,1146.25,6.43,188.0,3.3,1368.14,6.06,263.45,1.88,680.49,1.29,76.58,2.04,483.23,1.88,271.0,5.86,157.58,7.39,287.43,7.73,875.0,0.0
Mar-17,1059.6,2.92,1016.0,11.36,191.0,1.6,1454.83,6.34,263.48,0.01,672.48,1.18,77.93,1.76,483.27,0.01,235.0,13.28,160.05,1.57,300.42,4.52,875.0,0.0
Apr-17,991.12,6.46,1044.0,2.76,192.0,0.52,1404.98,3.43,270.34,2.6,688.44,2.37,75.43,3.21,495.87,2.61,221.0,5.96,159.84,0.13,306.6,2.06,875.0,0.0
May-17,1019.95,2.91,1112.5,6.56,195.0,1.56,1433.47,2.03,265.28,1.87,704.52,2.34,69.36,8.05,486.59,1.87,210.0,4.98,159.84,0.0,306.6,0.0,875.0,0.0
Jun-17,1065.81,4.5,1119.0,0.58,187.0,4.1,1403.83,2.07,268.39,1.17,697.44,1.0,67.59,2.55,492.29,1.17,172.0,18.1,159.84,0.0,306.6,0.0,875.0,0.0
